review,sentiment,review_lemmatized
tolong perbaiki livin kuning mengalami kesusahan lemot banget bermasalh transfer top up dana skrng livin gak dibuka tulisan terhubung paket internet aplikasi laen nya gampang dihubungkan please livin coba memuaskan pelanggan,0.0,tolong perbaiki livin kuning alami susah lemot banget masalh transfer top up dana skrng livin gak buka tulis hubung paket internet aplikasi laen dia gampang hubung please livin coba puas langgan
kemunduran sih susah transaksi ketimbang biru cepat mudah,0.0,mundur sih susah transaksi ketimbang biru cepat mudah
team mandiri tolong diupgrade yg yg warna biru keterangan pengiriman contoh angsuran xxxxx yg living kuning tdk edit lgsng kirim,0.0,team mandiri tolong upgrade yang yang warna biru terang kirim contoh angsur xxxxx yang living kuning tdk edit lgsng kirim
updet mlah mlah gk bsa buka,0.0,updet mlah mlah gk bsa buka
astaga aplikasi nyusahin bet dah,0.0,astaga aplikasi nyusahin bet dah
gak save no rekening tranfer,0.0,gak save no rekening tranfer
buka rekening tahap tanda tangan digital susah masuknya,0.0,buka rekening tahap tanda tangan digital susah masuk nya
aplikasi dibuka set jam hp jam hape sesuai ndak transaksi hadeh,0.0,aplikasi buka set jam hp jam hape sesuai ndak transaksi hadeh
mohon aplikasi living mandirinya update mempermudah pelanggan yg sdh pendapatan bank mandiri masuk aplikasi lambat amit,0.0,mohon aplikasi living mandiri nya update mudah langgan yang sdh dapat bank mandiri masuk aplikasi lambat amit
top up dana gagal tpi saldo kepotong parah,0.0,top up dana gagal tpi saldo kepotong parah
susah akses login detik otomatis,0.0,susah akses login detik otomatis
suka error,0.0,suka error
bentar bentar perbarui,0.0,bentar bentar perbarui
lemote prosesnya,0.0,lemote prosesnya
aja download yg biru suruh gnt yh kuning warna mempengaruhi nilai tinggal perbarui aja sistem yg biru ngapain hrs suruh download lg yg kuning rumit aja ni,0.0,aja download yang biru suruh gnt yh kuning warna pengaruh nilai tinggal perbarui aja sistem yang biru ngapain hrs suruh download lg yang kuning rumit aja ni
aplikasi livin nya buka masukan kode otp,0.0,aplikasi livin dia buka masuk kode otp
top up soppeypay berhasil tpi saldo soppeypay nya gak masuk kecewa,0.0,top up soppeypay berhasil tpi saldo soppeypay dia gak masuk kecewa
sulit masuk aplikasi merepotkan aja aplikasi silahkan diperbaiki,0.0,sulit masuk aplikasi merepotkan aja aplikasi silahkan baik
mhn bantu registrasi,0.0,mhn bantu registrasi
isi syaratnya kirim sms balas mengirim sms,0.0,isi syarat dia kirim sms balas kirim sms
pusing suruh update giliran dh update gk pake uninstall install gk nya apaaaa tolooong,0.0,pusing suruh update gilir dh update gk pake uninstall install gk dia apaaaa tolooong
daftar ngirim sms nggk padal pulsanya instal ualng,0.0,daftar ngirim sms nggk padal pulsa dia instal ualng
gak aplikasi ny nak login aja susah banget uhhhhhrrrrrkkkkk,0.0,gak aplikasi ny nak login aja susah banget uhhhhhrrrrrkkkkk
top,0.0,top
lemotnya ndak transaksi cepat terhambat biru kuning upgrade ehh mbambet ditingkatkan,0.0,lemot dia ndak transaksi cepat terhambat biru kuning upgrade ehh mbambet tingkat
memakai aplikasi mandiri aplikasi livin kuning gangguan aja livin biru,0.0,pakai aplikasi mandiri aplikasi livin kuning ganggu aja livin biru
payah stelah update an trus aplikasinya gk smpe detik lgi udh clear cache udh instal ulang udh dicoba gk mempan nih livin abis pembaruan bukanya bagus menyusahkan,0.0,payah stelah update an trus aplikasi dia gk smpe detik lgi udh clear cache udh instal ulang udh coba gk mempan nih livin abis baru buka dia bagus susah
update saldo emoney d email keterangan berhasil tp update saldo muncul jengkel karna posisi urgent tolong perbaiki akses nyaman nya coment yg ko gk bintang yg gk nyaman aplikasi jd tolong perbaiki orang nyaman aplikasi,0.0,update saldo emoney d email terang berhasil tp update saldo muncul jengkel karna posisi urgent tolong perbaiki akses nyaman nya coment yang ko gk bintang yang gk nyaman aplikasi jd tolong perbaiki orang nyaman aplikasi
ko upgrade trs cepet bos data trs,0.0,ko upgrade trs cepet bos data trs
error nih apk parah banget,0.0,error nih apk parah banget
ga buka sya blm ngasih bintang,0.0,ga buka dia blm ngasih bintang
aplikasi gak cek mutasi emany,0.0,aplikasi gak cek mutasi emany
it nya sok gagasan ganti logo biar dibilang kerja dasar penjilat bikin apk ga bener liat tu buatanmu muter mulu ga masuk klo ngmg paket data sy buka mulutmu sampe kmu muntah ga habis krj tu cri duit cri muka,0.0,it dia sok gagas ganti logo biar bilang kerja dasar jilat bikin apk ga bener liat tu buat kamu muter mulu ga masuk klo ngmg paket data sy buka mulut kamu sampe kmu muntah ga habis krj tu cri duit cri muka
menganggu,0.0,anggu
aplikasi updatenya tdk login uninstall diinstall,0.0,aplikasi update dia tdk login uninstall install
pelayanan responnya sih lumayan ya service centernya kecewa pengiriman kartu rumah udah minggu dikirim kirim kayaknya dikirim gagal dikirim ulang menunggu,0.0,layan respon dia sih lumayan ya service center dia kecewa kirim kartu rumah udah minggu kirim kirim kayak dia kirim gagal kirim ulang tunggu
versi pembayaran qr code ambil gambar penyimpanan smartphone,0.0,versi bayar qr code ambil gambar simpan smartphone
gimana masuk aja gak berulang kali kirim sms ferifikasi,0.0,gimana masuk aja gak berulang kali kirim sms ferifikasi
mendingan kalo eror bikin susah transaksi,0.0,mendingan kalo eror bikin susah transaksi
bagus yg biru kemana,0.0,bagus yang biru kemana
jelek,0.0,jelek
gak ramah not recommended,0.0,gak ramah not recommended
tolong perbaiki sistem yaa gangguan mulu boss,0.0,tolong perbaiki sistem yaa ganggu mulu boss
logo kuning parah gk bsa cek saldo bikin pusing ja dibnerin donk app nya,0.0,logo kuning parah gk bsa cek saldo bikin pusing ja dibnerin donk app dia
verifikasi berkali kali pulsa sms terpotong gagal verifikasi sms menyebalkan mengecewakan harap diperbaiki,0.0,verifikasi berkali kali pulsa sms potong gagal verifikasi sms sebal kecewa harap baik
habis update susah masuknya,0.0,habis update susah masuk nya
verifikasi aja susah banget sms bayar gmana sms gratis sueee bikin orng mlz pakai aplikasi,0.0,verifikasi aja susah banget sms bayar gmana sms gratis sueee bikin orng mlz pagai aplikasi
livin kuning ngeleg ngeleg sih,0.0,livin kuning ngeleg ngeleg sih
taekk loading mulu ga dibuka,0.0,taekk loading mulu ga buka
download livin eror asu,0.0,download livin eror asu
upgrade gak livin biru,0.0,upgrade gak livin biru
ngk loging pakai hp asus,0.0,ngk loging pagai hp asus
pengiriman kartuh atm nyh udah,0.0,kirim kartuh atm nyh udah
g transaksi pembayaran multipayment g kaya,0.0,g transaksi bayar multipayment g kaya
udah update dibuka tulisan update,0.0,udah update buka tulis update
emosi ganti mulu perasaan dipake sebulan udah updateee terussss plinplan,0.0,emosi ganti mulu rasa pake sebul udah updateee terussss plinplan
update versi terbaru mempermudah praktis sulit veriviasi gagal pulsa kali terpotong enak mudah versi yg,0.0,update versi baru mudah praktis sulit veriviasi gagal pulsa kali potong enak mudah versi yang
parah buka aplikasi gk tf gk pake mah bagus pas diupdate parah mentenance,0.0,parah buka aplikasi gk tf gk pake mah bagus pas update parah mentenance
yaa ga pake nih aplikasi udah registrasi nih aplikasi gini sih aplikasi bikin uang ilang nih,0.0,yaa ga pake nih aplikasi udah registrasi nih aplikasi gini sih aplikasi bikin uang ilang nih
aplikasi error,0.0,aplikasi error
kali verifikasi sms koq ga buang pulsa kalo ga bikin aplikasi,0.0,kali verifikasi sms koq ga buang pulsa kalo ga bikin aplikasi
apk gagal,0.0,apk gagal
memper sulit,0.0,memper sulit
susah masuknya bikin aplikasi nyusahin castamer abisin pulsa aja ga online bilang aja langsung kantor daptar livin gitu aja ko repot,0.0,susah masuk nya bikin aplikasi nyusahin castamer abisin pulsa aja ga online bilang aja langsung kantor daptar livin gitu aja ko repot
ketahap kirim sms balasan nomor aplikasinya tulisannya verifikasi sms berlaku bla bla bla tolong diperbaiki admin perusahaan reviewnya rubah bintang aplikasi warna biru untung apknya udah backup,0.0,ketahap kirim sms balas nomor aplikasi dia tulis dia verifikasi sms laku bla bla bla tolong baik admin usaha review dia rubah bintang aplikasi warna biru untung apk dia udah backup
knapa aplksi livin kuning blum trhubung trus buka,0.0,knapa aplksi livin kuning blum trhubung trus buka
muter doang d donwload,0.0,muter doang d donwload
gangguan login ga intip saldo ga si,0.0,ganggu login ga intip saldo ga si
update bikin ribet,0.0,update bikin ribet
d suruh update masuk play store ga pa terpasang loading tulisannya gimana sih,0.0,d suruh update masuk play store ga pa pasang loading tulis dia gimana sih
susah aja proses nya ribet,0.0,susah aja proses dia ribet
dana ngendap ribu pake yg biru ribuan punyaku tabungan karyawan,0.0,dana ngendap ribu pake yang biru ribuan punya tabung karyawan
update muluuu,0.0,update muluuu
ya update gak buka,0.0,a <sos>a update gak buka
transfer uang tdk masuk atm yh padahl sudh transfer berhasil saldo penaikan,0.0,transfer uang tdk masuk atm yh padahl sudh transfer berhasil saldo naik
aplikasi terburuk ga login terkontol nih aplikasi abis suruh daftar ulang kena pulsa najis nih aplikasi,0.0,aplikasi buruk ga login kontol nih aplikasi abis suruh daftar ulang kena pulsa najis nih aplikasi
livin si susah bener transaksi gak nyaman pake livin,0.0,livin si susah bener transaksi gak nyaman pake livin
jelek bolak suruh verifikasi coba coba hadeeeh unistal lngsung deh,0.0,jelek bolak suruh verifikasi coba coba hadeeeh unistal lngsung deh
payah transfer gagal terussssss,0.0,payah transfer gagal terussssss
transaku gagal saldo berkurang,0.0,transaku gagal saldo kurang
livin kuning lemot ktmbng livin kuning mending livin biru nyusahin bangt seh surh download tp download lambat bngt sudh sbulan download tp ndk bsa gmna livin biru berakhr bln maret ngsih bntang aja gk ikhlas gra ndak bsa download logo kuningnya ngapain sih suruh ganti logo kuning yg pkek logo kuning yg nasabah aja yg nasabah biarin logo biru repotin trus,0.0,livin kuning lemot ktmbng livin kuning mending livin biru nyusahin bangt seh surh download tp download lambat bngt sudh sbul download tp ndk bsa gmna livin biru akhr bln maret ngsih bntang aja gk ikhlas gra ndak bsa download logo kuning dia ngapain sih suruh ganti logo kuning yang pkek logo kuning yang nasabah aja yang nasabah biarin logo biru repotin trus
verifikasi gagal truss,0.0,verifikasi gagal truss
kali transaksi online gagal coba coba kali gagal,0.0,kali transaksi online gagal coba coba kali gagal
kadang kadang gak kebanyakan gak masuk hancooorr hancooor,0.0,kadang kadang gak kebanyakan gak masuk hancooorr hancooor
apapun alasanya livin mandiri logo kuning sempurna tetep susah bayar av gak kaya logo biru,0.0,apa pun alasa dia livin mandiri logo kuning sempurna tetep susah bayar av gak kaya logo biru
bagus yg nya log in cepat lambat,0.0,bagus yang dia log in cepat lambat
kebanyakan update yg susah sinyal buka aplikasi utk tf update repot seengganya update pie ngono lho maszeh ojo perbulan,0.0,kebanyakan update yang susah sinyal buka aplikasi utk tf update repot seengga dia update pie ngono lho maszeh ojo perbulan
update teroooss,0.0,update teroooss
eror m bangking eror aja kaya gak m bangking,0.0,eror m bangking eror aja kaya gak m bangking
perbaiki kah trouble nya verifikasi sms jaringan,0.0,perbaiki kah trouble dia verifikasi sms jaring
up date nggak beres hasil nya,0.0,up date nggak beres hasil dia
kemaren dowload minggu login palah surus instal ulang bikin aja,0.0,kemaren dowload minggu login palah surus instal ulang bikin aja
membantu,0.0,bantu
gangguan,0.0,ganggu
mestinya jgn wajibkan update aplikasi,0.0,mesti nya jgn wajib update aplikasi
update nya maksimal eror duhhhhhhhh,0.0,update dia maksimal eror duhhhhhhhh
eror lemotttt,0.0,eror lemotttt
top up no ponsel rb distatusnya berhasil nonor ditemukan ulangi transaksi tp saldo dipotong,0.0,top up no ponsel rb distatus dia berhasil nonor temu ulangi transaksi tp saldo potong
aqu gk install min bank nya dulukah,0.0,aqu gk install min bank dia dulukah
dibuka,0.0,buka
aplikasi nya jelek bukak aplikasi hp nya lgsng tegang gak ngapa in lg paksa hp nya mati berfungsi normal hp nya,0.0,aplikasi dia jelek bukak aplikasi hp dia lgsng tegang gak ngapa in lg paksa hp dia mati fungsi normal hp dia
mengecewakan error diandalkan konfirmasi iya kondisi normal cb bermasalah tolong munafik bank mandiri mengakui kmi menghormati,0.0,kecewa error andal konfirmasi iya kondisi normal cb masalah tolong munafik bank mandiri aku kmi hormat
enakan pake livin yg biru yg kuning error mohon mandiri memperbaiki trima kasih,0.0,ena pake livin yang biru yang kuning error mohon mandiri baik trima kasih
lemoooot sumpah nyusahin banget balikin logo biru aja bos allah balikin dech,0.0,lemoooot sumpah nyusahin banget balikin logo biru aja bos allah balikin dech
knp gabisa scrooll kebawah pas masuk mandiri tabungan rencana,0.0,knp gabisa scrooll kebawah pas masuk mandiri tabung rencana
aplikasi buruk mbanking indonesia verifikasi wajah gabisa pegawai banknya gabisa ngatasi bodoh,0.0,aplikasi buruk mbanking indonesia verifikasi wajah gabisa pegawai banknya gabisa ngatasi bodoh
ko gak aktivasi sih,0.0,ko gak aktivasi sih
ampun mandiri dikit pembaruan,0.0,ampun mandiri dikit baru
tidk loading tolong butuh pindah rekening,0.0,tidk loading tolong butuh pindah rekening
g mna sih masuk aplikasi mngikuti arahan trus ko sya gx mndapatkan kode otp udh sya coba berkali ttp gx dpt kode otp situ sms vertifikasi tdk brlaku trus pls mah ambil g mna,0.0,g mna sih masuk aplikasi ikut arah trus ko dia gx dapat kode otp udh dia coba berkali ttp gx dpt kode otp situ sms vertifikasi tdk brlaku trus pls mah ambil g mna
jelek banget siih ni apk top up gak bayar gak dah diganti yg logo kuning bagus jelek mendingan logo biru,0.0,jelek banget siih ni apk top up gak bayar gak dah ganti yang logo kuning bagus jelek ding logo biru
ganti kuning susah banget masuk nya,0.0,ganti kuning susah banget masuk nya
gak login eror nya,0.0,gak login eror dia
aplikasi butut suka eror,0.0,aplikasi butut suka eror
pake kena jebakan promo hoax,0.0,pake kena jebak promo hoax
memudahkan transaksi bisnis susah update aplikasinya,0.0,mudah transaksi bisnis susah update aplikasi dia
si download banget mkn sapai jam tdk selesai jg,0.0,si download banget mkn sapai jam tdk selesai jg
eror masuk login profesional,0.0,eror masuk login profesional
regitrasi hulang hapus aja deh apknya,0.0,regitrasi hulang hapus aja deh apk dia
ndak nyaman pemberitahuan tranfer mkanya q ksi bintang ae,0.0,ndak nyaman beritahu tranfer mkanya q ksi bintang ae
disuruh perbarui yg logo kuning pas log in nga udh nyedot pulsa,0.0,suruh perbarui yang logo kuning pas log in nga udh nyedot pulsa
aplikasi login aja susah banget sih ga bikin simpel kaya bca,0.0,aplikasi login aja susah banget sih ga bikin simpel kaya bca
napa dah livin pagi ggk akses,0.0,napa dah livin pagi ggk akses
parahh malem samapai gak bisaa buka,0.0,parahh malem samapai gak bisaa buka
skr lemot muter pdhl skr pk transaksai pk livin,0.0,skr lemot muter pdhl skr pk transaksai pk livin
update nya,0.0,update dia
aplikasi sd berkli didnloat tidk payah,0.0,aplikasi sd kli didnloat tidk payah
lambar,0.0,lambar
sulit login dgn kartu debit berkali kali ngirim verifikasi login data masukan sistem mandiri ko sulit memudahkan,0.0,sulit login dgn kartu debit berkali kali ngirim verifikasi login data masuk sistem mandiri ko sulit mudah
tambahkan fiture keterangan topup pulsa dll pencatatan kalo livin biru keterangan enak membagikan resi buktinya terimakasih,0.0,tambah fiture terang topup pulsa dll catat kalo livin biru terang enak bagi resi bukti dia terimakasih
update truss ngabisin kuota aja,0.0,update truss ngabisin kuota aja
ribet mending living biru,0.0,ribet mending living biru
aplikasi ya kawan bikit ribet aja,0.0,aplikasi ya kawan bikit ribet aja
update livin kuning trouble log in gmn verifiksi sms gak,0.0,update livin kuning trouble log in gmn verifiksi sms gak
update trus apk nya buru buru gak msh update,0.0,update trus apk dia buru buru gak msh update
